0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201
-0.019607843,-0.015,0.149746193,-0.06401766,0.011792453,-0.072261072,0.025125628,-0.036764706,0.03562341,0.049140049,-0.00234192,-0.079812207,-0.091836735,-0.002808989,-0.092957746,0.01552795,0.027522936,-0.032738095,0.030769231,-0.014925373,0.042424242,-0.002906977,0.014577259,-0.00862069,0.034782609,-0.044817927,-0.017595308,-0.002985075,-0.032934132,-0.012383901,-0.009404389,0.041139241,-0.027355623,-0.0125,-0.006329114,0.012738854,0.025157233,0.024539877,-0.017964072,0.009146341,-0.009063444,0.021341463,0.017910448,-0.023460411,0.006006006,0,-0.014925373,0.009090909,0,0.012012012,0.008902077,-0.002941176,0.017699115,0.020289855,0.002840909,0.025495751,-0.03038674,0.005698006,-0.019830028,0,0,0.023121387,-0.016949153,0.005747126,0.005714286,-0.005681818,0.031428571,0.002770083,0.027624309,-0.02688172,-0.013812155,0.011204482,0.022160665,0.043360434,-0.01038961,0.020997375,-0.017994859,0.015706806,-0.025773196,0.029100529,-0.015424165,-0.01305483,0,0.029100529,0.007712082,-0.00255102,-0.025575448,0.010498688,0.007792208,0.030927835,0.03,0.004854369,-0.050724638,0.03307888,-0.017241379,0.01754386,-0.012315271,-0.014962594,-0.015189873,-0.007712082,0.010362694,-0.005128205,0.00257732,-0.038560411,0.002673797,-0.026666667,0.002739726,0.005464481,0.005434783,-0.008108108,-0.016348774,0.011080332,0.01369863,-0.002702703,0.013550136,0.026737968,-0.033854167,-0.080862534,0.023460411,0.014326648,-0.002824859,0.025495751,-0.019337017,-0.033802817,0.017492711,-0.011461318,0,-0.011594203,0,0,0.002932551,0,0.011695906,-0.023121387,0.01183432,-0.043859649,-0.070336391,-0.006578947,-0.003311258,-0.013289037,0.003367003,0.033557047,-0.038961039,0.010135135,-0.016722408,0,0,0.006802721,-0.010135135,0.020477816,0.003344482,-0.06,-0.031914894,0.036630037,0.021201413,0.01384083,0.078498294,-0.047468354,0,-0.003322259,0.003333333,-0.016611296,0.003378378,0.02020202,0.01980198,0.003236246,-0.006451613,0.006493506,0.012903226,0.012738854,0.050314465,-0.011976048,0.042424242,0.020348837,-0.034188034,0.038348083,-0.008522727,0.005730659,-0.034188034,0,-0.03539823,-0.012232416,0.00619195,0.012307692,-0.012158055,0.012307692,0.036474164,-0.041055718,0.01529052,-0.03313253,-0.009345794,-0.009433962,-0.006349206,-0.025559105,0.003278689,0.013071895,-0.006451613,0.012987013,0.012820513,-0.009493671,-0.015974441,-0.003246753
-0.020990312,-0.014293568,0.041829336,-0.028907923,0.000551268,-0.061157025,0.012323944,-0.019130435,0.035460993,0.046232877,-0.018548827,-0.065591996,-0.079119572,-0.012919897,-0.018979058,-0.008672448,-0.007402423,-0.020338983,0.105190311,-0.013149656,0.026015228,-0.002473717,0.008679479,-0.00676091,0.047648515,0.055522741,-0.006715165,-0.024225352,0.01443418,0.017643711,-0.012304251,0.006795017,-0.00056243,-0.015194147,-0.014285714,0.022028986,-0.013613159,-0.014376078,-0.003500583,0.004683841,-0.003496503,0.052046784,0.035019455,-0.003759398,0.007008086,-0.018736617,-0.043098745,0.025085519,0.001112347,0.005555556,-0.010497238,-0.000558347,0.000558659,0.00614182,0.004439512,0.049171271,-0.026329647,0.038399135,-0.053125,-0.03190319,0,0.020454545,0.014476615,0.020307355,0.022054868,-0.015789474,0.010695187,0.006349206,0.021556257,-0.021616058,-0.005260389,-0.005288207,-0.001594896,0.020766773,-0.014606155,-0.003705664,-0.001062699,0.017553191,-0.017250392,0.081914894,0.0093412,0.102776425,-0.021201413,0.033844765,-0.091663029,0.106679481,0.038211029,-0.027185278,0.082545142,-0.017474186,0.042037187,-0.010085337,-0.040360502,0.037974684,0.083005507,-0.027969488,-0.014200299,-0.015542077,-0.000770119,-0.015414258,0.025440313,0.021755725,0.04968248,-0.037010676,0.000369549,0.085334318,0.024166099,-0.049185776,-0.003145753,-0.016129032,0.04383464,-0.009218163,0.037215713,0.046843854,0.030149159,0.031115219,0.030773827,-0.109855072,0.021491371,0.013069812,-0.055066079,0.037296037,-0.032744783,0.005974112,-0.040250742,-0.011344105,0.027121001,-0.045023697,0.039702233,-0.020115922,0.046624913,0.012632979,-0.041037426,-0.020883259,-0.013986014,0.026241135,-0.01105736,-0.07617051,-0.02269289,0.015092879,0.043842928,0.025931337,-0.030259879,0.044052863,-0.067510549,0.044494721,0.021299639,-0.004241782,-0.01029464,0.086800574,0.012871287,-0.049853372,0.001714678,0.013351592,0.024662162,-0.057039235,-0.004195804,-0.021067416,0.024031564,0.001050788,-0.008747376,-0.103776915,-0.007483261,0.012301587,0.037240298,0.024187453,0.052398524,0.027349229,-0.005119454,0.05077187,0.074110349,-0.06443769,0.02891488,0.021471424,0.048531685,0.049233491,-0.022197246,0.034482759,-0.045555556,0.002619325,-0.024383164,-0.008925915,0.008706094,0.018154762,-0.009061678,0.042772861,0.066195191,-0.045370125,0.013618677,-0.029339183,0.02740113,0.02337091,-0.039494895,-0.021258741,0.004858531,0.031569966,-0.054866281,0.046966161,-0.016717749,-0.022102579,0.019994205,-0.012784091
0.053302433,-0.04070407,0.056192661,-0.028230185,0.084916201,-0.052523172,0.195652174,-0.059090909,0.096618357,0.004405286,-0.066666667,-0.108082707,-0.09483667,0.048894063,-0.033296337,0.033295063,0.005555556,-0.027624309,0.167045455,-0.089581305,0.048128342,-0.019387755,-0.030176899,-0.010729614,0.029284165,-0.035827187,-0.021857923,0.011173184,-0.016574586,-0.053932584,-0.022565321,0.034021871,-0.004700353,-0.021251476,0.020506634,0.013002364,0.061843641,0.01978022,-0.03987069,0.008978676,0.046718576,0.055260361,0.002014099,-0.050251256,0.005291005,-0.017894737,0.043944266,-0.001026694,-0.01336074,-0.041666667,-0.005434783,0.002185792,-0.009814613,0.018722467,0.012972973,0.073639274,0.054671968,-0.063147974,-0.058350101,-0.02457265,0,0.003285871,-0.006550218,0.018681319,-0.005393743,-0.004338395,0.031590414,-0.016895459,0.029001074,-0.01565762,0.021208908,0.011422638,-0.006160164,-0.015495868,0.015739769,0.021694215,-0.01718908,-0.030864198,-0.006369427,-0.018162393,0.014145811,0.026824034,0.016718913,-0.005138746,-0.029958678,0.063897764,-0.002002002,0.026078235,0.063538612,0.008272059,-0.031905196,-0.049905838,-0.024777007,0.027439024,0.014836795,-0.004873294,0.083251714,0.053345389,-0.029184549,-0.08045977,-0.0125,0.009737098,0.026036644,0.001879699,-0.020637899,0.123563218,0.017902813,0.067839196,-0.000784314,-0.046310832,0.07654321,0.081804281,0.080565371,0.026814912,0.101273885,-0.00578369,0.071553229,-0.229641694,0.071176885,0.028947368,-0.05370844,0.030405405,-0.041967213,-0.088980151,0.012021037,0.016332591,0.024105186,-0.044222539,-0.020149254,-0.007616146,0.0514198,0.013138686,-0.082132565,-0.01177394,0.037331215,0.071209801,0.00571837,-0.132906894,-0.132786885,0.055765595,-0.017009848,0.076502732,-0.096446701,0.095505618,-0.064102564,0.033789954,0.084805654,-0.061889251,0.043402778,0.094009983,-0.074524715,-0.065735415,-0.01759015,0.110116383,0.023387097,-0.040189125,0.067323481,0,0.007692308,-0.032061069,0.025236593,-0.080769231,-0.013389121,0.037319763,-0.019623876,0.006672227,0.01905551,0.046341463,-0.015540016,0.017363852,0.035686579,-0.023220974,0.056748466,0.01161103,0.021520803,0.021769663,-0.04467354,0.021582734,-0.067605634,0.018882175,-0.038547072,-0.026985351,-0.003961965,-0.032617343,0.03125,0.027113238,0.010093168,-0.019215988,0.061128527,0.000738552,0.061254613,0.006954103,-0.04558011,-0.022431259,0.025166543,0.044765343,-0.07049067,0.023791822,0.063180828,-0.004098361,-0.023319616,0.004213483
0.146202532,-0.065157372,0.02776137,-0.041954023,0.00839832,-0.082688876,0.023994812,-0.032298923,0.060209424,0.027777778,-0.001201201,-0.120865905,-0.100547196,0.021292776,-0.097542815,-0.002475248,0.052109181,-0.036949686,-0.022857143,0.003341688,0.061615321,0.000784314,0.010971787,0.01627907,0.048817696,-0.016,0.005912786,0.022042616,0.046728972,0.054258242,-0.020846906,0.033932136,-0.028314028,0.008609272,0.015101773,0.026520052,0.025834909,0.023955774,0.067786443,-0.011797753,-0.014781126,0.002308136,-0.006908463,0.086956522,0.004266667,0.010621349,-0.021544929,0.08915145,-0.040927022,0.047300771,-0.025527737,0.011586902,0.025896414,-0.030582524,0.000500751,-0.036036036,-0.014018692,0.015271195,0.006224066,-0.020618557,0.001578947,0.040462428,-0.011111111,0.042900919,0.039666993,-0.017899199,0.000959233,-0.025874461,0.085095917,-0.005893019,-0.032831737,0.021216407,0.078485688,0.011986301,0,-0.005076142,0.036989796,0.004100041,0.00163332,-0.013860579,0.042579578,-0.014670896,-0.018108652,0.052459016,-0.033878505,0.009270455,0.036341853,-0.01194605,-0.030031201,-0.01367109,-0.018752548,-0.022434566,0.056523587,0.012872084,-0.027799841,-0.033905229,-0.002536998,0.004662993,-0.010548523,0.043070362,0.03270646,0.035629454,0.039755352,-0.047058824,0.077932099,-0.031496063,-0.054323725,-0.040640875,-0.030142566,0.066778664,0.018110236,-0.037509667,0.032141422,-0.051771117,-0.075123153,0.018197958,-0.073670445,-0.053176471,0.08499006,0.002748511,0.040657835,0.061457419,-0.040115798,-0.037052994,0.063534676,0.00757257,0.005845511,-0.135325861,-0.017762842,0.029325513,0.02991453,0.024435224,0.004050405,-0.018377409,-0.052054795,-0.047206166,-0.039939333,-0.037914692,-0.10180624,0.153564899,-0.010036978,0.006403415,-0.110816543,0.044722719,-0.087899543,0.020650814,0.033108522,0.000593472,-0.069988138,0.047831633,0.023737066,-0.115933413,-0.014122394,0.034106412,-0.024406332,-0.041920216,0.074100212,-0.05978975,-0.01397624,-0.032600992,-0.049084249,-0.019260401,-0.012568735,-0.016706444,0.011326861,0.036,-0.021621622,0,0.0765588,0.025659824,0.093638313,-0.040522876,0.026566757,0.089581951,-0.06272838,0.061728395,-0.022643819,-0.001878522,-0.086574655,0.026785714,-0.057525084,-0.01774308,-0.013728324,0.005860806,-0.05826657,0.022428461,0.032526475,-0.011721612,0.060044477,0.009090909,-0.058212058,0.000735835,-0.016911765,-0.053103964,0.05450237,0.037453184,-0.051263538,0.03500761,0.008823529,-0.023323615,-0.02761194,-0.007674597
0.034448819,0.042816365,0.025091241,-0.002670227,-0.047300312,-0.03559719,0.044681884,-0.041376104,0.057225994,0.031651376,0,-0.108937305,-0.058882236,-0.009013786,-0.000535045,0.030513919,0.006753247,-0.011867905,0.034986945,-0.027245207,0.041493776,-0.016932271,-0.017223911,0.041237113,-0.005445545,-0.010452962,0.031690141,0.01803998,0.025862069,0.018207283,-0.122420908,0.023510972,0.01020929,0.019706923,-0.023290387,0.011161847,0.023582539,0.07254902,-0.015082267,0.065893271,-0.067914671,0.016814573,0.012861736,-0.007709751,0.005484461,0.009545455,-0.016208915,0.014645309,-0.00496166,0.007706256,-0.005398111,-0.02351877,-0.005094951,-0.061452514,0.009424603,0.02014742,0.00867052,-0.022445081,-0.050806058,0.003088008,0.005130836,-0.002041858,-0.01483376,0.029075805,0.022199798,-0.0029615,-0.00990099,-0.011,0.020222447,0.028245788,-0.007710843,0,0.044196212,-0.000930233,0.003724395,-0.016233766,-0.029231495,-0.02185527,-0.021847071,-0.017766497,0.003100775,0.035548686,0.02039801,0.056557777,-0.028610983,0.018052257,0.02519832,0.004096495,-0.017225748,0.064575646,-0.041161179,-0.003163127,0.009519492,-0.016614279,-0.044748858,0.003824092,0.005714286,0.043087121,0.074897867,0.038851351,0.01300813,0.02247191,-0.015306122,-0.009964129,0.06078905,-0.048956357,-0.054269753,0.003375527,-0.057611438,0.052655065,-0.014412887,0.035268817,0.013294558,-0.02501025,-0.04079058,0.000438404,-0.018404908,0.021428571,0.046765734,-0.027139875,0.006437768,0.031130064,-0.026468156,-0.047153781,-0.00312082,-0.020572451,0.021004566,-0.048300537,-0.037593985,0.012695312,0.049180328,-0.028952206,0.020823474,0.024107557,0.008601177,-0.043087971,-0.038461538,-0.063902439,-0.110474205,0.048623316,-0.007821229,-0.039414414,-0.085580305,0.022435897,-0.038244514,-0.002607562,-0.009803922,-0.021122112,-0.053270398,0.017806268,0.026592022,-0.114519427,-0.074672825,0.023294509,-0.077235772,-0.006167401,0.057624113,-0.043587594,-0.013146363,0.036412078,0.019708655,-0.001680672,-0.002525253,0.027004219,0.004108463,-0.001636661,-0.02704918,-0.01600674,0.068493151,0.125,0.013532764,-0.044975404,-0.016188374,0.070306657,-0.061495458,0.166790767,-0.065092534,0.08668942,-0.094221106,-0.008321775,-0.03006993,-0.042537851,-0.035391566,-0.023419204,0,0.002398082,0.040669856,-0.002298851,0.051459293,-0.005113221,-0.027900147,-0.006797583,-0.041825095,0.003968254,0.055335968,0.001498127,0.086761406,0.076393668,-0.012148338,-0.062135922,-0.037957212,-0.00286944
0.014214047,-0.023083265,0.075949367,-0.018823529,0.002398082,-0.074960128,0.01637931,-0.046649703,0.057829181,0.012615643,-0.022425249,-0.09855565,-0.114043355,0.015957447,-0.105759162,0.014051522,0.026558891,-0.05511811,0.051190476,-0.029445074,0.064177363,-0.016447368,0.013377926,-0.00660066,0.027685493,-0.051724138,-0.009090909,-0.005733945,-0.029988466,-0.014268728,-0.002412545,0.033857316,-0.012865497,-0.008293839,-0.014336918,0.03030303,0.002352941,0.03286385,-0.015909091,0.042725173,-0.019933555,0.007909605,0.016816143,-0.017640573,0.015712682,-0.003314917,-0.022172949,-0.003401361,-0.019340159,0.020881671,0.020454545,-0.010022272,-0.003374578,0.033860045,0.010917031,0.016198704,0.020191286,-0.020833333,-0.021276596,-0.007608696,0,0.008762322,-0.006514658,0.034972678,-0.004223865,0.001060445,0.046610169,0.020242915,0.052579365,-0.01602262,-0.001915709,0.014395393,0.08230842,-0.021853147,0.023235031,0.001746725,0.008718396,-0.020743302,-0.018534863,-0.081834532,-0.008814887,-0.044466403,-0.001034126,0.032091097,-0.023069208,0.003080082,0.057318321,-0.017424976,-0.01773399,0.024072217,-0.001958864,0.035328754,-0.066350711,0.011167513,-0.014056225,0.020366599,-0.007984032,0.027162978,-0.009794319,-0.024727992,0.02535497,-0.023738872,0.024316109,0.004945598,0.094488189,-0.047661871,-0.029272899,-0.026264591,-0.021978022,-0.020429009,0.031282586,0.002022245,0.012108981,-0.012961117,0.021212121,-0.002967359,-0.046626984,-0.105098855,0.015116279,0.019473081,0.013483146,0.012195122,-0.016429354,-0.027839644,0.010309278,-0.011337868,-0.005733945,-0.061130334,-0.024570025,0.010075567,0.012468828,0.013546798,-0.02308627,-0.037313433,-0.072351421,0.006963788,-0.071922545,0.032786885,-0.060606061,0.029185868,-0.004477612,0.032983508,-0.037735849,0.034690799,-0.051020408,0.004608295,0.03058104,-0.007418398,0.014947683,0.044182622,0.011283498,-0.087866109,0.013761468,0.033182504,0.02919708,-0.021276596,0.036231884,-0.061538462,0.020864382,0.026277372,-0.012802276,-0.024495677,0.00295421,0.072164948,0.01510989,-0.02165088,0.002766252,-0.004137931,0.037396122,0.032042724,0.027166882,-0.020151134,0.06940874,0.025240385,-0.029308324,0.035024155,0.008168028,-0.032407407,-0.066985646,-0.008974359,-0.053040103,-0.025956284,-0.008415147,0.015558699,-0.030640669,0.020114943,0.032394366,-0.010914052,-0.017931034,-0.026685393,0.005772006,0.007173601,-0.00997151,-0.05323741,0,0.018237082,-0.017910448,0.03343465,0.004411765,-0.021961933,-0.023952096,-0.003067485
0.042056075,-0.063420884,0.086183311,0.00440806,-0.023824451,-0.091201028,-0.009893993,-0.017844397,0.027616279,0.036775106,-0.043656207,-0.079885877,-0.051937984,-0.00572363,-0.057565789,-0.006108202,0.037752414,-0.018612521,0.096551724,-0.062893082,0.076342282,-0.013250195,0.025276461,-0.034668721,0.085395052,0.022058824,-0.03381295,-0.003723008,-0.076233184,0.100323625,-0.016911765,0.115931189,-0.057640751,-0.003556188,-0.064953605,0.015267176,0.07518797,0.03006993,-0.001357773,-0.079537729,-0.028064993,0.023556231,0.025241277,-0.0391021,-0.006028636,0,-0.039423806,-0.005524862,-0.019047619,0.00566343,0.013676589,-0.006349206,0.029552716,0.06283941,-0.033576642,0.001510574,-0.037707391,0.017241379,-0.034668721,0,-0.0207502,0.013854931,-0.029742765,-0.004142502,0.039933444,-0.0064,0.011272142,0.015923567,0.004702194,0.005460218,-0.018619085,0.012648221,-0.028103044,-0.027309237,0.022295623,0.020193861,-0.050673001,-0.050041701,0.005267779,-0.045414847,0.013723696,-0.009927798,-0.019143118,0.027881041,0.014466546,0.000891266,0.00890472,0.178287732,0.03071161,0.026889535,0.197452229,0.028959811,0.053991959,0.001089918,-0.039194339,0.064022663,-0.034078807,-0.028665932,-0.020431328,-0.065469293,-0.052076875,-0.009810334,-0.017173052,-0.072580645,0.036956522,-0.081761006,0.064687976,0.011436741,-0.05229682,-0.016405667,0.018953753,0.085565476,0.002741604,0.01367054,-0.04045853,-0.000702741,-0.066807314,-0.110022607,0.030482642,0.054231717,0.037412315,0.014274981,0.000740741,-0.106587713,0.077879039,-0.020753267,0.025902669,-0.009946442,-0.030139104,0.00876494,0.022906793,-0.016988417,-0.045561665,-0.006584362,-0.029826015,0.040136635,-0.061576355,-0.004374453,-0.061511424,0.027153558,-0.013673655,0.03142329,-0.058243728,0.006660324,-0.037807183,-0.001964637,0.007874016,-0.025390625,-0.036072144,0.027027027,0.035425101,-0.052785924,-0.035087719,0.016042781,0.096842105,-0.034548944,0.023856859,-0.061165049,0.006204757,0.003083248,-0.044057377,-0.02357985,-0.037321625,0.046750285,-0.013071895,0,-0.022075055,-0.018058691,0.044827586,0.03190319,0.149253731,0.006493506,0.077419355,-0.011120616,-0.035467128,0.056502242,-0.0475382,0.013368984,-0.035180299,-0.063810392,-0.006815969,0.07745098,0.096451319,0.089626556,-0.023610053,0.062402496,-0.046989721,-0.010785824,-0.049844237,-0.074590164,0.049601417,-0.055696203,0.078641644,-0.024026512,-0.028013582,0.010480349,0.004321521,0.004302926,0.014567266,-0.013513514,-0.079623288,0.011162791
0.119460501,0.067125645,-0.10483871,0.041441441,0.039792388,0.02828619,0.025889968,0.066246057,0,0.118343195,-0.07010582,0.038406828,-0.090410959,-0.260542169,0.046843177,-0.105058366,0.010869565,0.03655914,-0.014522822,0.035789474,-0.052845528,0.066523605,-0.010060362,0.014227642,-0.004008016,0.064386318,0.049149338,-0.046846847,-0.056710775,-0.062124248,-0.02991453,-0.008810573,0.033333333,-0.004301075,0.036717063,0.027083333,0.004056795,0.032323232,-0.011741683,-0.005940594,-0.021912351,0.034623218,0.039370079,-0.013257576,0.030710173,-0.001862197,-0.018656716,0.060836502,0.041218638,-0.027538726,-0.033628319,0.043956044,-0.007017544,0.04770318,-0.028667791,0.015625,-0.052991453,0.007220217,-0.062724014,0.017208413,0.02443609,0.005504587,-0.02919708,-0.015037594,-0.007633588,0.009615385,0.013333333,0.013157895,0.020408163,-0.034545455,0.026365348,-0.022018349,-0.005628518,-0.062264151,0.014084507,-0.001984127,0.001988072,0.01984127,-0.054474708,-0.041152263,0.025751073,-0.016736402,-0.025531915,0.013100437,0.034482759,0.004166667,0.043568465,0.095427435,0.014519056,0.105545617,-0.011326861,0.011456628,-0.040453074,0.008431703,0.040133779,0.069131833,0.058646617,-0.056818182,-0.019578313,0.033794163,-0.029717682,-0.041347626,0.022364217,-0.059375,0.026578073,-0.037216828,-0.043697479,0.035149385,0.003395586,0,0.010152284,0.006700168,0.059900166,0.006279435,0.003120125,0.00777605,-0.111111111,-0.114583333,0.009803922,0.038834951,0.037383178,0.014414414,-0.017761989,-0.039783002,0.050847458,-0.007168459,-0.018050542,-0.181985294,-0.029213483,-0.039351852,0.028915663,-0.007025761,-0.037735849,-0.056372549,-0.031168831,0.069705094,0.062656642,-0.103773585,-0.086842105,-0.005763689,-0.002898551,0.069767442,0.016304348,0.018716578,-0.041994751,-0.016438356,-0.008356546,-0.016853933,-0.014285714,0.023188406,-0.008498584,-0.108571429,-0.070512821,0.148275862,-0.033033033,-0.01863354,0.07278481,-0.07079646,-0.015873016,0.025806452,-0.028301887,-0.029126214,-0.033333333,0.013793103,0.030612245,0.072607261,-0.058461538,-0.019607843,0.04,0.038461538,0.080246914,-0.011428571,0.002890173,0.074927954,-0.026809651,0.068870523,-0.023195876,0.10817942,-0.128571429,-0.024590164,-0.056022409,-0.026706231,-0.018292683,0.00621118,-0.070987654,0.033222591,0.045016077,-0.024615385,0.025236593,-0.033846154,0.012738854,-0.194968553,-0.046875,-0.06147541,0.030567686,0.025423729,-0.004132231,0.033195021,0.032128514,-0.038910506,-0.028340081,-0.020833333
-0.011523688,-0.023316062,0.061007958,-0.0075,0.011335013,-0.054794521,0.021080369,-0.043870968,0.068825911,-0.003787879,0.01774398,0.261519303,-0.226061204,0.010204082,-0.108585859,-0.04674221,0.069836553,-0.008333333,0.089635854,-0.066838046,0.041322314,-0.014550265,0.02147651,0.009198423,0.110677083,-0.052754982,-0.030940594,-0.049808429,-0.060483871,-0.005722461,0.007194245,0.032857143,-0.006915629,-0.013927577,-0.005649718,0.022727273,0.022222222,0.033967391,-0.019710907,-0.037533512,0.008356546,0.033149171,0.013368984,-0.01055409,-0.001333333,0.008010681,-0.041059603,0.017955801,0.024423338,0.01589404,0.001303781,0.02734375,-0.007604563,0.062579821,-0.021634615,0,-0.035626536,0.003821656,-0.003807107,0.026751592,-0.00248139,0.023631841,-0.064398542,-0.003896104,0.005215124,-0.007782101,0.024836601,0.017857143,0.003759398,0.029962547,-0.036363636,0.003773585,-0.013784461,-0.011435832,0.011568123,0.025412961,-0.033457249,-0.003846154,-0.078507079,-0.01396648,0.015580737,-0.0013947,-0.008379888,0.01971831,0.011049724,0.00136612,0.039563438,0.053805774,0.01369863,0.160933661,-0.057142857,0.070707071,-0.059748428,0.025641026,0.009782609,0.100107643,-0.035225049,-0.044624746,-0.001061571,0.020191286,-0.027083333,-0.031049251,-0.016574586,-0.053932584,0.027315914,-0.047398844,0.033980583,0.041079812,-0.043968433,0.009433962,0.071261682,0,0.040348964,-0.009433962,0.003174603,-0.033755274,0.016375546,-0.118152524,0.009744214,0.034981906,-0.020979021,0.016666667,-0.025761124,-0.081730769,0.011780105,-0.018111255,0.019762846,-0.024547804,-0.054304636,0.00140056,0.022377622,0.023255814,-0.042780749,0.004189944,-0.001390821,0.033426184,-0.059299191,-0.001432665,-0.083213773,0.006259781,0.00311042,0.03875969,-0.005970149,0.024024024,-0.017595308,0.03880597,0.011494253,0.009943182,0.004219409,-0.004201681,0.012658228,0.036111111,-0.111260054,0.085972851,0.009722222,-0.031636864,0.042613636,-0.064032698,-0.004366812,0.027777778,-0.019914651,-0.02467344,-0.029761905,0.007668712,0.01369863,0.03003003,-0.018950437,0.014858841,0.011713031,0.024602026,0.084745763,-0.020833333,0.039893617,0.023017903,0.005,0.064676617,-0.005841121,0.032902468,-0.097838453,-0.016393443,-0.053846154,-0.029810298,0.008379888,0.005540166,-0.041322314,0.020114943,0.03943662,-0.008130081,-0.027322404,-0.040730337,0,0.042459736,-0.028089888,-0.070809249,0,0.023328149,-0.019756839,0.051162791,0.014749263,-0.024709302,-0.02533532,-0.004587156
-0.026369168,0.057291667,0.087684729,-0.067934783,0.003887269,-0.103581801,-0.016198704,-0.048298573,0.057670127,0.026172301,-0.023379384,-0.157780196,-0.085271318,0.005649718,-0.105337079,0.037676609,0.042360061,-0.040638607,-0.019667171,-0.037037037,0.081730769,0.022222222,0.030434783,-0.009845288,0.029829545,-0.077241379,0,-0.002989537,-0.037481259,-0.043613707,-0.008143322,0.041050903,-0.017350158,-0.014446228,-0.013029316,0.084158416,0.03805175,0.013196481,0.030390738,-0.047752809,0.028023599,-0.011477762,0.042089985,-0.030640669,0.011494253,0.021306818,-0.07093185,0.005988024,-0.005952381,0.023952096,0.131578947,-0.021963824,0.044914135,0.011378003,-0.00375,0.006273526,-0.02244389,-0.022959184,-0.052219321,0.157024793,-0.038095238,0.25,-0.076237624,0.024651661,0.007322176,0.01973001,-0.042769857,0.086170213,0.015670911,-0.06075217,-0.012320329,-0.001039501,-0.001040583,0.021875,0.064220183,-0.021072797,-0.048923679,-0.105967078,-0.046029919,0.030156815,0.004683841,-0.03962704,0.025485437,0.010650888,-0.022248244,0.021556886,0.050410317,0.015625,-0.00989011,0.132075472,-0.029411765,0.166666667,-0.089177489,0.188212928,0.0192,0.135792779,-0.04008293,-0.007199424,-0.122552574,-0.017355372,0.036164844,-0.086850649,0.001777778,-0.023957409,0.004545455,-0.111312217,0.018329939,0.004,-0.082669323,0.10640608,0.040235525,0.020754717,0.072088725,-0.084482759,-0.051789077,0.041708044,-0.100095329,-0.162076271,0.061946903,0.042857143,0.028538813,0.032186459,0.002150538,-0.068669528,0.013824885,-0.006818182,-0.025171625,-0.036384977,-0.017052375,0.035935564,0.023923445,-0.011682243,0.040189125,0.022727273,0.051111111,-0.033826638,-0.097374179,0.014545455,-0.028673835,0.049200492,-0.023446659,0.070828331,-0.042600897,0.032786885,-0.06462585,-0.007272727,0.034188034,-0.025974026,0.00969697,0.050420168,0.002285714,-0.083238312,-0.074626866,0.032258065,0.015625,-0.021794872,0.038007864,-0.068181818,-0.012195122,-0.001371742,-0.010989011,-0.027777778,0,0.01,0.007072136,0.008426966,-0.006963788,0.005610098,0.047419805,0.017310253,0.052356021,-0.024875622,0.039540816,0.063803681,-0.003460208,0.052083333,0,-0.03630363,-0.076484018,-0.011124845,-0.09,-0.024725275,-0.016901408,0.005730659,-0.098290598,0.025276461,0.030816641,-0.035874439,0.037209302,-0.047832586,0.009419152,-0.020217729,-0.011111111,-0.048154093,-0.005059022,0.016949153,-0.008333333,0.043697479,0.006441224,0.0016,-0.055910543,-0.003384095
