0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0.000788596,0.000446334,0.000631422,0.000611213,0.000422642,0.000659646,0.00069313,0.000299948,0.00060272,0.000957167,0.000481124,0.0008792,0.000549772,0.000843044,0.000660297,0.000516246,0.000796756,0.000702498,0.000253899,0.000997315,0.000311596,0.000789219,0.000642675,0.000367078,0.000554433,0.000444055,0.000562438,0.000833194,0.00070372,0.00085269,0.000661154,0.00088192,0.000376032,0.000661062,0.000191722,0.000495827,0.000447263,0.00076611,0.000352455,0.00040078,0.000758736,0.000617283,0.000545303,0.000718815,0.001061583,0.000966813,0.000567229,0.000668644,0.00066348,0.000373397,0.000475297,0.000562477,0.00085244,0.000516711,0.000741739,0.001127009,0.000502719,0.000773377,0.000773018,0.000621916,0.000735254,0.000818286,0.001122101,0.000518103,0.000956761,0.000563803,0.000560173,0.000458462,0.000691093,0.000843104,0.000685514,0.000708252,0.000893727,0.00093978,0.000402911,0.000609448,0.000574347,0.000729522,0.000684135,0.000195722,0.00074603,0.000659724,0.000632433,0.000373343,0.000236587,0.000528531,0.000365166,0.000825253,0.000248018,0.000767767,0.000422973,0.000543779,0.000709244,0.000814092,0.000653313,0.000685878,0.000176106,0.000879318
0.000446334,0.001340993,0.001044708,0.00056033,0.000337343,0.000484187,0.000448112,0.000434221,0.000466988,0.000494184,0.000394973,0.000417361,0.000400926,0.000807999,0.000838456,0.000414494,0.0003006,0.000698709,0.00035375,0.000394227,0.0001072,0.000516123,0.000416989,0.000524322,0.000517083,0.000537427,0.000513794,0.000555973,0.000547636,0.000681449,0.000413754,0.000710194,0.00035483,0.000925086,0.000319642,0.000598642,0.000662057,0.000746647,0.00025026,0.000713202,0.000479401,0.00063379,0.00069775,0.0005282,0.000535399,0.000503139,0.000502421,0.000679484,0.000230223,0.00049376,0.000400203,0.000435795,0.000764883,0.000654654,0.00048435,0.00068205,0.000267627,0.000316224,0.00083463,0.000599595,0.00050974,0.00028656,0.000327619,0.000602964,0.000333779,0.000260694,0.000273661,0.000379274,0.000360732,0.000684081,0.000617943,0.000656062,0.000844427,0.000574632,0.000555072,0.000311768,0.000595912,0.000980815,0.000545391,0.000663226,0.000759001,0.000132445,0.000598838,0.000184043,0.000521114,0.001112042,0.000581248,0.001200766,0.000668895,0.000532494,0.001028443,0.000515211,0.001014246,0.000791787,0.000591463,0.000985619,0.000302504,0.000653194
0.000631422,0.001044708,0.002707485,0.000697907,0.000554332,0.00084381,0.000730001,0.000671197,0.000790069,0.000775472,0.000518955,0.000759321,0.000576573,0.001569231,0.001468645,0.000894387,0.000552316,0.001128712,0.000371611,0.001100906,6.04E-05,0.001372951,0.000651568,0.000628835,0.000741741,0.000511466,0.000473237,0.000834761,0.000994627,0.000983335,0.000939631,0.001233147,0.000342968,0.001839509,0.000311147,0.001010536,0.000871966,0.001157051,0.000391379,0.001420325,0.000987877,0.000912472,0.000674292,0.001143335,0.00095376,0.00108516,0.000872816,0.000766133,0.000262479,0.00058984,0.000711252,0.000558074,0.001489023,0.00066624,0.000813644,0.000969026,0.000507564,0.000772936,0.001516649,0.000923331,0.000862419,0.00054332,0.000905346,0.00090827,0.000695142,0.000562691,0.000518852,0.000529435,0.000650779,0.001140119,0.001084235,0.000846134,0.00117747,0.000986359,0.000653696,0.000906805,0.000764118,0.001549153,0.000978101,0.000402667,0.001075136,0.000303314,0.001052285,9.74E-05,0.000700516,0.001005945,0.000652347,0.001344018,0.000732175,0.00099729,0.000931103,0.000715289,0.001068584,0.001785803,0.001084804,0.00155324,0.000314211,0.00098324
0.000611213,0.00056033,0.000697907,0.002128417,0.001054129,0.000915947,0.000722831,0.000735526,0.000509436,0.001064085,0.000864554,0.001325546,0.001056358,0.001027365,0.000697299,0.001061437,0.001102151,0.000757972,0.000838384,0.000782455,0.000972537,0.000900258,0.000746146,0.000827502,0.000651286,0.000833849,0.001063937,0.000755752,0.000837136,0.001088887,0.000776452,0.001078323,0.000669666,0.000805985,0.000238073,0.000452675,0.000853731,0.000559436,0.000402092,0.000206404,0.000935597,0.001016596,0.001226774,0.000761908,0.00097345,0.001139835,0.001108219,0.001134537,0.00102639,0.000639696,0.000669039,0.001122197,0.000966224,0.000883105,0.000991454,0.001130497,0.000882629,0.001166082,0.001127221,0.000593451,0.001251767,0.001187227,0.001435726,0.001103329,0.001271387,0.001102973,0.001041428,0.000599311,0.000844201,0.001245072,0.000689349,0.00148416,0.000873252,0.001273593,0.000440421,0.000935142,0.001051062,0.001207376,0.000850707,0.000340983,0.000709657,0.000949689,0.00088957,0.000685972,0.00019533,0.000720075,0.000356226,0.001071088,0.000213828,0.000912623,0.000650423,0.001352605,0.000710506,0.000978922,0.000675828,0.000731101,0.000397341,0.001131308
0.000422642,0.000337343,0.000554332,0.001054129,0.001662308,0.000586407,0.000390787,0.000667026,0.00039002,0.000714161,0.000496995,0.000877105,0.000738911,0.001223261,0.000693917,0.000760947,0.000719165,0.000552345,0.000635442,0.000521375,0.000347968,0.000733918,0.000519284,0.000496355,0.000477607,0.00060724,0.000669072,0.000624974,0.000567588,0.000788511,0.00062169,0.0006768,0.000399825,0.000588311,0.000353506,0.000467573,0.000776164,0.000546456,0.000290896,0.000228686,0.000845424,0.000697856,0.000966728,0.000633423,0.00075945,0.001000862,0.00059282,0.000656678,0.000614931,0.000520712,0.000432729,0.000679408,0.000697023,0.001008048,0.000882466,0.000905426,0.000780128,0.000967633,0.000789304,0.000428214,0.00074525,0.000599848,0.001082643,0.000608317,0.000592577,0.000760177,0.000692807,0.000429886,0.000575556,0.000768947,0.000637208,0.000836117,0.000697139,0.000826315,0.000324864,0.000647634,0.000670923,0.00096838,0.00064372,0.000213783,0.000602156,0.000607243,0.000707715,0.000720573,0.00014264,0.000481802,0.000235949,0.000783774,0.000177629,0.00063696,0.000502881,0.000739091,0.000562772,0.000638169,0.000664066,0.000644898,0.000384167,0.000771333
0.000659646,0.000484187,0.00084381,0.000915947,0.000586407,0.001180193,0.000759799,0.000432996,0.00071127,0.001088901,0.000575177,0.000994535,0.000907969,0.000964114,0.000708767,0.00063399,0.000914665,0.000720994,0.000396661,0.001110687,0.000542934,0.00092691,0.000711594,0.000483914,0.000583074,0.0006448,0.000790596,0.000924967,0.000948109,0.001135074,0.000793988,0.001208111,0.000551967,0.00092232,9.23E-05,0.00055338,0.00063797,0.00081049,0.000392681,0.000373683,0.000897713,0.000889825,0.000696564,0.000946636,0.001044852,0.00115801,0.000883308,0.00085726,0.000829021,0.00055348,0.000581647,0.000765715,0.001055162,0.000651236,0.0010043,0.001189294,0.000702028,0.000968888,0.001027549,0.000746207,0.001000324,0.000974004,0.001359434,0.000740732,0.000878517,0.000673376,0.000686442,0.000564765,0.000817806,0.001147176,0.000752059,0.000966411,0.001018422,0.001231688,0.000452861,0.000777307,0.001121881,0.000955449,0.000977162,0.00020169,0.000888986,0.00094192,0.000815973,0.000321908,0.0002723,0.000623082,0.000377134,0.000856541,0.000259915,0.000800848,0.000484799,0.000801008,0.000687074,0.001044915,0.000756341,0.000825231,0.000405507,0.001081384
0.00069313,0.000448112,0.000730001,0.000722831,0.000390787,0.000759799,0.002321433,0.000625461,0.000895355,0.001081734,0.000618736,0.001276484,0.000631343,0.001092229,0.001130093,0.000466481,0.001802241,0.000774638,0.000673824,0.001464459,0.000746859,0.000995656,0.000644692,0.00038822,0.000764121,0.000311011,0.00068961,0.001148516,0.000828578,0.000984244,0.000700748,0.000997038,0.000737805,0.00078653,0.000111385,0.00101543,0.00059168,0.001386354,0.00038464,0.000580069,0.001078587,0.000857333,0.000405308,0.001061072,0.00155707,0.001641536,0.000757811,0.000758285,0.00056867,0.000127657,0.000524848,0.000464285,0.001147844,0.000385861,0.001004972,0.001184163,0.000822079,0.000866463,0.001309423,0.001100779,0.000731506,0.001200384,0.001588154,0.000643392,0.000956687,0.000949182,0.000676835,0.000437414,0.000917679,0.000799334,0.0009728,0.000906295,0.000945833,0.001085845,0.0003958,0.001261233,0.000924858,0.000755872,0.000818423,0.000219094,0.000781677,0.000589957,0.001095647,0.000284521,0.000296659,0.00043189,0.000373073,0.000968471,0.000209646,0.000833868,0.000423576,0.000551694,0.000607332,0.00116906,0.001081322,0.000575574,0.000367437,0.001323621
0.000299948,0.000434221,0.000671197,0.000735526,0.000667026,0.000432996,0.000625461,0.002818595,0.000903735,0.00074473,0.000239494,0.00092095,0.000636697,0.00063693,0.001117609,0.000569698,0.000635572,0.00048779,0.000922899,0.001056231,0.001208692,0.000832498,0.00041097,0.000495532,0.001722105,0.000361547,0.000216212,0.000762319,0.000670395,0.000689287,0.000745132,0.000952867,0.001087365,0.000828414,0.001292363,0.001059278,0.001030818,0.000712694,0.00016072,0.000748396,0.000750607,0.000537208,0.000363653,0.000909446,0.000953134,0.001167315,0.00074533,0.000239674,0.000543556,0.000261781,0.000309794,0.000129736,0.001059265,0.000514979,0.000689456,0.000517776,0.000559189,0.000733728,0.000956819,0.000922175,0.000469495,0.000501505,0.001052073,0.000182325,0.000877377,0.001589449,0.000361658,0.000182683,0.0008099,0.000638712,0.001236921,0.000689639,0.000633041,0.000593513,0.000306712,0.001364287,0.000514975,0.000376871,0.000553908,0.000506283,0.000482296,0.000153422,0.000950015,0.000771232,0.000232294,0.00053567,0.00025296,0.000673833,0.000326538,0.00062076,0.000641496,0.000470982,0.000507334,0.000958575,0.001126971,0.000618655,0.000893289,0.001133107
0.00060272,0.000466988,0.000790069,0.000509436,0.00039002,0.00071127,0.000895355,0.000903735,0.002140381,0.001121176,0.00028814,0.001034992,0.000473749,0.000636957,0.001702601,0.000301306,0.000583392,0.000702731,0.00050869,0.001873305,0.000505959,0.000591633,0.000519227,0.000278335,0.001426287,0.000763066,0.000387135,0.001310017,0.000870792,0.00090815,0.000782064,0.001005278,0.000820414,0.000839308,0.000599106,0.00137249,0.000868684,0.001223093,0.00021554,0.000261244,0.001009797,0.000837214,0.000233304,0.001133048,0.001587593,0.001296602,0.001041538,0.000669058,0.000907183,0.000384538,0.000497624,0.000287518,0.001325554,0.000402295,0.000745689,0.000744161,0.00031755,0.000804477,0.001568811,0.001479703,0.000598289,0.000521533,0.001128338,0.000371639,0.00113316,0.001184589,0.000274474,0.000341804,0.001080666,0.000881043,0.001631501,0.000524676,0.000859571,0.000848917,0.000432513,0.001351426,0.000624347,0.000721711,0.000819991,0.00028074,0.000717712,0.000394878,0.001009987,0.000120201,0.000332019,0.000574745,0.0003464,0.000865772,0.000337901,0.00067124,0.000444225,0.000481117,0.000630984,0.001321708,0.001527935,0.000648348,0.000277508,0.00093878
0.000957167,0.000494184,0.000775472,0.001064085,0.000714161,0.001088901,0.001081734,0.00074473,0.001121176,0.003170567,0.000885219,0.001765119,0.001210747,0.001147781,0.001079638,0.000707986,0.00099305,0.001079456,0.000521713,0.002032322,0.000763451,0.001225807,0.000872546,0.000614008,0.001145504,0.000766244,0.001155667,0.001178895,0.001325563,0.001399038,0.001130678,0.001490148,0.000881509,0.001023626,0.000355118,0.000881975,0.000961381,0.00130671,0.000517513,0.000723915,0.001322026,0.001270966,0.000794943,0.001278938,0.001381895,0.001581523,0.001061526,0.000997125,0.001024006,0.000549672,0.000688498,0.001036175,0.001330581,0.00064731,0.001314781,0.0015378,0.000925301,0.001561433,0.001446196,0.001259867,0.001340874,0.001450556,0.002245428,0.001049375,0.001360663,0.000994901,0.000989542,0.000711302,0.001082999,0.001422572,0.001319753,0.001111927,0.001194708,0.001800636,0.000673143,0.001378664,0.0009821,0.001172868,0.001312589,0.000217065,0.000974355,0.001032754,0.001482908,0.000420882,0.000230365,0.000606544,0.000393199,0.000937428,0.000203128,0.001113409,0.000427887,0.000885931,0.000721943,0.001401507,0.001222895,0.001042263,0.00047123,0.001521905
