0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0.000481124,0.000394973,0.000518955,0.000864554,0.000496995,0.000575177,0.000618736,0.000239494,0.00028814,0.000885219,0.001951441,0.000851349,0.000853336,0.000585169,0.000425431,0.000658462,0.000846187,0.000614051,0.000355806,0.000208999,0.000559951,0.000681712,0.000439187,0.000691259,0.000320497,0.000622842,0.001485632,0.000532405,0.000595545,0.000740085,0.000499912,0.000864524,0.000295054,0.000718583,-0.000175923,0.00011785,0.000714401,0.000624354,0.000342742,0.00041007,0.000516728,0.000909385,0.000951845,0.000564182,0.000873798,0.000851604,0.000603543,0.000777238,0.000585907,0.000455146,0.000479474,0.000761373,0.000667706,0.000573938,0.000647456,0.000744285,0.000782097,0.000804698,0.000820133,0.000428038,0.000834147,0.000424868,0.000976428,0.001142279,0.000734788,0.000740379,0.000935346,0.000546529,0.000598229,0.000652373,0.000258142,0.001020064,0.000683537,0.001033568,0.000359796,0.00050364,0.000843146,0.000728688,0.000592662,0.000148778,0.000501363,0.000847542,0.000664233,0.00035631,0.000161283,0.000479696,0.000225055,0.000698298,0.00017129,0.000603639,0.000305281,0.000661543,0.000476539,0.000856985,0.000452544,0.000593778,0.00026595,0.000745928
0.0008792,0.000417361,0.000759321,0.001325546,0.000877105,0.000994535,0.001276484,0.00092095,0.001034992,0.001765119,0.000851349,0.004073102,0.00135886,0.001157974,0.001333241,0.000751612,0.001539363,0.00083564,0.00099724,0.001928777,0.000860675,0.001122708,0.000822874,0.000792876,0.001365987,0.000806822,0.00136512,0.00127807,0.00121879,0.001364944,0.001115198,0.001717043,0.00113951,0.000795613,-2.17E-05,0.000904383,0.000979259,0.001281693,0.000421055,0.000317351,0.001533089,0.001447005,0.000914798,0.001256633,0.001621168,0.002070688,0.001407527,0.001219679,0.001189141,0.00052982,0.000716552,0.001115942,0.001345743,0.000747728,0.001252118,0.001422019,0.001116064,0.001370709,0.001571343,0.001123074,0.001195,0.001572337,0.002129219,0.001001705,0.001330854,0.001736268,0.001302374,0.000623183,0.00108294,0.001423425,0.001218357,0.001397523,0.001308386,0.001823036,0.000376954,0.002012316,0.001567347,0.000874402,0.001007167,0.000180294,0.000886133,0.000991525,0.001675845,0.000939721,0.000289924,0.000554826,0.000425907,0.00112517,0.000260779,0.001172045,0.000523928,0.000900551,0.000937925,0.001332185,0.001260746,0.000643369,0.000204767,0.00180375
0.000549772,0.000400926,0.000576573,0.001056358,0.000738911,0.000907969,0.000631343,0.000636697,0.000473749,0.001210747,0.000853336,0.00135886,0.003921135,0.000858959,0.000433904,0.000708836,0.001579349,0.000569557,0.000782975,0.000836112,0.000931763,0.000834685,0.00066374,0.001044767,0.000912689,0.000749167,0.001023637,0.00079847,0.000927955,0.001080104,0.000738939,0.001264547,0.000491237,0.000708066,-0.00027406,0.000360222,0.000539158,0.000751096,0.000418436,0.000301327,0.000620863,0.0012536,0.000879202,0.00097067,0.001040497,0.001722395,0.000966934,0.000650075,0.001425265,0.000541016,0.000563814,0.001377919,0.001030663,0.000759135,0.001085411,0.00124744,0.000991481,0.001326919,0.000992178,0.000355125,0.001254667,0.001474153,0.001625983,0.000805971,0.001261046,0.001013739,0.000969014,0.000669474,0.000841917,0.001390252,0.000942363,0.001036222,0.000906308,0.001302242,0.000383123,0.001508167,0.001758127,0.000604936,0.000841634,0.00010516,0.000708449,0.00141255,0.000884643,0.000562436,0.000115682,0.000515195,0.000252004,0.001047679,8.61E-05,0.000678994,0.000599167,0.000803007,0.000704783,0.001030275,0.000868061,0.000478107,0.00033874,0.001285468
0.000843044,0.000807999,0.001569231,0.001027365,0.001223261,0.000964114,0.001092229,0.00063693,0.000636957,0.001147781,0.000585169,0.001157974,0.000858959,0.005040316,0.001153784,0.000995871,0.001388644,0.001140643,0.000630253,0.001344018,0.000565836,0.001497992,0.000869127,0.000717433,0.000688585,0.000716894,0.001106376,0.001050713,0.001038859,0.001069825,0.001202998,0.001165612,0.000321129,0.001578056,0.000118871,0.000693929,0.001017893,0.001212777,0.000454166,0.001055122,0.001180525,0.000934484,0.00204183,0.001212667,0.001005594,0.001443974,0.001024967,0.000559971,0.000917058,0.000359358,0.000758704,0.00057347,0.001384839,0.000613602,0.000996964,0.001353023,0.000890567,0.001371678,0.001397889,0.000854379,0.000998974,0.001158567,0.001468231,0.000933567,0.001690085,0.000667985,0.000727683,0.000670477,0.000763554,0.001097383,0.000773849,0.001105763,0.001262841,0.001363578,0.000485419,0.000751897,0.001102329,0.00132404,0.001009828,0.000120161,0.001055157,0.000200981,0.001168289,0.000514361,0.000372319,0.000761118,0.000478161,0.00114125,0.00029674,0.001090422,0.000667111,0.000893016,0.000851243,0.001486807,0.000849228,0.000974972,0.000290031,0.001274572
0.000660297,0.000838456,0.001468645,0.000697299,0.000693917,0.000708767,0.001130093,0.001117609,0.001702601,0.001079638,0.000425431,0.001333241,0.000433904,0.001153784,0.003477278,0.000484259,0.000715183,0.000967604,0.000783897,0.002074571,0.000588388,0.001029369,0.000669558,0.000400376,0.001435362,0.000801674,0.000465525,0.001286327,0.001100019,0.001006522,0.000979318,0.001178121,0.000950532,0.001421926,0.000583424,0.002122169,0.001127678,0.001679157,0.000312804,0.000951604,0.001406228,0.001047957,0.000465384,0.001358452,0.001590574,0.001316996,0.001409282,0.000949832,0.000528325,0.000424497,0.000643415,0.000228875,0.001493483,0.000686806,0.000348,0.000842429,0.000519546,0.000876203,0.002008263,0.001695767,0.00070842,0.000757071,0.001209684,0.000673367,0.000935678,0.001287282,0.000436989,0.000393278,0.001045046,0.001302721,0.002069112,0.000887041,0.001164683,0.001139004,0.000611028,0.00132418,0.000748918,0.001114689,0.000940213,0.000482175,0.001033289,0.000239505,0.001723078,0.000279892,0.000644418,0.000853524,0.000583609,0.001280389,0.000673991,0.00065799,0.000817646,0.000625034,0.00100007,0.001870885,0.001918449,0.001077242,0.000427597,0.001186937
0.000516246,0.000414494,0.000894387,0.001061437,0.000760947,0.00063399,0.000466481,0.000569698,0.000301306,0.000707986,0.000658462,0.000751612,0.000708836,0.000995871,0.000484259,0.002733292,0.000997583,0.000695772,0.000237527,0.000538072,0.00054079,0.000872672,0.000509737,0.000405234,0.000658731,0.000568418,0.000836018,0.000581374,0.000739597,0.000673634,0.000633113,0.000729358,0.000387635,0.000695077,8.66E-05,0.000238076,0.000618416,0.000519258,0.000300451,0.000484568,0.000577574,0.000620959,0.000855545,0.000448656,0.001062203,0.000973037,0.000624345,0.000680413,0.000668938,0.00042645,0.000494275,0.001175097,0.000722863,0.000608142,0.000626676,0.000811066,0.000695354,0.001000252,0.000758639,0.00040303,0.000813254,0.000847256,0.000932596,0.000577992,0.000698314,0.000506206,0.000627524,0.000435269,0.000552718,0.000712918,0.000519527,0.000943516,0.000782085,0.000900338,0.000400741,0.000728037,0.000731489,0.001049019,0.000613526,7.85E-05,0.000720514,0.001082098,0.00063247,0.000608182,0.000185572,0.000412191,0.000285289,0.000673855,0.000171823,0.000705803,0.000439897,0.00073774,0.000430654,0.000953245,0.00048462,0.001005177,0.000219121,0.000835955
0.000796756,0.0003006,0.000552316,0.001102151,0.000719165,0.000914665,0.001802241,0.000635572,0.000583392,0.00099305,0.000846187,0.001539363,0.001579349,0.001388644,0.000715183,0.000997583,0.004255096,0.000905592,0.000753682,0.001755005,0.001174911,0.001343324,0.000744398,0.000388889,0.000601775,0.000741035,0.000523336,0.00121184,0.001005383,0.001041704,0.000813964,0.00107101,0.000774093,0.000759363,0.000162347,0.000452841,0.000556849,0.001094262,0.000409543,0.000276229,0.000871368,0.000778234,0.000651103,0.000951553,0.00188941,0.002799572,0.001035319,0.000717267,0.00146154,0.000304561,0.000593037,0.001404019,0.001000974,0.000775031,0.001349063,0.001295258,0.001220565,0.001578006,0.000839976,0.000649016,0.00118066,0.002134099,0.002123286,0.000853198,0.001520899,0.001078512,0.001005107,0.000536383,0.000917891,0.001043076,0.00059075,0.001139513,0.001131543,0.00156317,0.000329978,0.001429547,0.001339985,0.00086865,0.000942717,-1.28E-05,0.000988704,0.001295917,0.001328353,0.000210649,0.00015279,0.000407229,0.000347765,0.001058383,2.12E-05,0.001079932,0.000493308,0.000631173,0.000610547,0.001333751,0.000933025,0.000487113,0.000195875,0.001678221
0.000702498,0.000698709,0.001128712,0.000757972,0.000552345,0.000720994,0.000774638,0.00048779,0.000702731,0.001079456,0.000614051,0.00083564,0.000569557,0.001140643,0.000967604,0.000695772,0.000905592,0.001918814,0.000441846,0.00089447,0.000537461,0.001123475,0.000621571,0.000548026,0.000624201,0.000584088,0.000571968,0.000879614,0.000886212,0.000970854,0.000987694,0.000961391,0.000481781,0.001071001,0.000574517,0.000530682,0.000828773,0.001013017,0.000394085,0.00080767,0.00058971,0.000777387,0.000662279,0.000873848,0.001098415,0.001254984,0.000869756,0.000752959,0.000609319,0.000445594,0.000542177,0.000844189,0.000989151,0.000573135,0.000930422,0.001104986,0.000609915,0.000926907,0.001083338,0.000731824,0.000879659,0.000881731,0.001262057,0.000582316,0.001043693,0.000677215,0.000696033,0.00051698,0.000669952,0.000987148,0.000784175,0.000895347,0.001068724,0.00105303,0.000490944,0.000873092,0.000815745,0.001162135,0.000783,0.000311135,0.000910994,0.00061121,0.00106652,0.000415628,0.000376885,0.000771672,0.000479876,0.001042205,0.000418788,0.000947945,0.000557038,0.000736744,0.000859046,0.00133196,0.000794817,0.000868433,0.000349316,0.000949647
0.000253899,0.00035375,0.000371611,0.000838384,0.000635442,0.000396661,0.000673824,0.000922899,0.00050869,0.000521713,0.000355806,0.00099724,0.000782975,0.000630253,0.000783897,0.000237527,0.000753682,0.000441846,0.002762003,0.000983095,0.001131715,0.0006214,0.000289743,0.000843058,0.001238647,0.000819365,0.000721678,0.000567722,0.000447202,0.000578847,0.000493007,0.000604903,0.000969308,0.000707994,0.000641377,0.000707043,0.000789874,0.000517664,0.000118417,0.000334142,0.00062139,0.000708618,0.000712319,0.000788865,0.000768738,0.000984978,0.001264536,0.000707065,0.000729448,0.000275232,0.000384875,0.000341692,0.000820624,0.00066726,0.000759863,0.000606676,0.000635793,0.000941747,0.000789363,0.000519275,0.000611561,0.000645242,0.001012405,0.000388151,0.000648978,0.001582173,0.000541357,0.000374156,0.000693165,0.000874643,0.00068228,0.000738558,0.000495328,0.0007759,0.000226776,0.000746875,0.000869885,0.000513813,0.000525126,0.000367755,0.00033705,0.000400496,0.000885285,0.000824776,2.35E-05,0.000389077,0.000119508,0.000422481,8.88E-06,0.000381524,0.000309576,0.000745592,0.000236675,0.000676368,0.000691927,0.00032236,0.000727803,0.000894607
0.000997315,0.000394227,0.001100906,0.000782455,0.000521375,0.001110687,0.001464459,0.001056231,0.001873305,0.002032322,0.000208999,0.001928777,0.000836112,0.001344018,0.002074571,0.000538072,0.001755005,0.00089447,0.000983095,0.006732337,0.00094548,0.001427153,0.000852071,0.000519159,0.001123854,0.000801607,0.000572907,0.002161879,0.001532913,0.001387296,0.001452226,0.002041777,0.000838109,0.001183251,0.001361414,0.001685494,0.001137156,0.001558635,0.000383049,0.000625357,0.00190771,0.001420103,0.000341579,0.001949954,0.00188845,0.001939779,0.001853643,0.001150345,0.001359911,0.000408688,0.000500667,0.000617791,0.002272657,0.000497926,0.001604694,0.001445226,0.001231059,0.001711035,0.002134675,0.002500051,0.001211766,0.002778307,0.002459529,0.000513221,0.001587787,0.001505348,0.00044414,0.000388209,0.001647715,0.001673524,0.001946423,0.000808962,0.001334508,0.001717966,0.000651415,0.00200441,0.000709329,0.001126019,0.00101817,0.000225975,0.001216261,0.001031092,0.001965798,4.26E-05,0.000309176,0.000506152,0.000479922,0.001063602,0.000271311,0.001042552,0.000542025,0.00068508,0.000870673,0.002162149,0.002038244,0.000865308,0.000435411,0.001745858
0.000311596,0.0001072,6.04E-05,0.000972537,0.000347968,0.000542934,0.000746859,0.001208692,0.000505959,0.000763451,0.000559951,0.000860675,0.000931763,0.000565836,0.000588388,0.00054079,0.001174911,0.000537461,0.001131715,0.00094548,0.004982025,0.000695805,0.000462345,0.000694832,0.001172179,0.000763538,0.000294961,0.000487191,0.000828024,0.000723645,0.000673918,0.000352673,0.001315516,0.000487851,0.001396579,0.000607368,0.000826893,0.000405323,0.000180768,0.000273327,0.000317797,0.000433162,0.000652322,0.000736662,0.001075701,0.001277292,0.000698115,0.000778991,0.001275516,0.000155796,0.000196714,0.001187421,0.000566574,0.000322591,0.000923695,0.000817601,0.000874713,0.00107734,0.000455496,0.000472529,0.000962982,0.001720299,0.001313126,0.000248408,0.001525751,0.001548064,0.000890018,0.000191025,0.000930736,0.000750724,0.0006825,0.0009347,0.000638894,0.000757273,0.000128732,0.001120612,0.000656501,0.000278623,0.000422491,0.000378443,0.000553298,0.001186131,0.001116022,0.000996367,-4.53E-05,0.000295611,6.74E-05,0.00060201,-4.13E-05,0.000849063,0.000145905,0.000584715,0.000183667,0.000822349,0.000520187,-0.00010172,0.000903224,0.00107944
0.000789219,0.000516123,0.001372951,0.000900258,0.000733918,0.00092691,0.000995656,0.000832498,0.000591633,0.001225807,0.000681712,0.001122708,0.000834685,0.001497992,0.001029369,0.000872672,0.001343324,0.001123475,0.0006214,0.001427153,0.000695805,0.002586033,0.000829447,0.00066974,0.000880425,0.000732596,0.000889892,0.00109826,0.001058981,0.001240639,0.001411575,0.001242003,0.000383007,0.001517897,0.000244274,0.000755851,0.000742684,0.000958281,0.000501828,0.000994312,0.001049436,0.000937473,0.000691314,0.00111196,0.001533531,0.001415822,0.001273691,0.000751159,0.000804227,0.000515199,0.000613581,0.000775065,0.001312381,0.000713435,0.001201846,0.001384736,0.000890753,0.001397937,0.001379096,0.00074459,0.000944572,0.001478702,0.001598622,0.000824295,0.001092946,0.000698619,0.000671203,0.000699414,0.00073117,0.001066942,0.000887987,0.001155246,0.001256303,0.0013431,0.000544382,0.000839909,0.000856614,0.001053786,0.001038932,0.000212777,0.001110285,0.000791618,0.001105062,0.000435676,0.000455169,0.000581899,0.000503096,0.001002137,0.000392856,0.001209744,0.000522962,0.000748656,0.000889307,0.001322647,0.000883956,0.001166167,0.000567532,0.001315453
0.000642675,0.000416989,0.000651568,0.000746146,0.000519284,0.000711594,0.000644692,0.00041097,0.000519227,0.000872546,0.000439187,0.000822874,0.00066374,0.000869127,0.000669558,0.000509737,0.000744398,0.000621571,0.000289743,0.000852071,0.000462345,0.000829447,0.00076156,0.000394069,0.00062103,0.000462626,0.000544014,0.000782581,0.00074099,0.00085925,0.000703688,0.000854919,0.000425207,0.000740421,0.00016316,0.000555314,0.000503712,0.000723491,0.000353763,0.000473564,0.000779058,0.000663128,0.00065086,0.000706841,0.000893423,0.000973976,0.000604279,0.000658479,0.000523814,0.000362142,0.000424692,0.000497503,0.000781625,0.0005653,0.000831157,0.001090319,0.000559725,0.000801105,0.000806117,0.00065611,0.000723253,0.000849936,0.001090283,0.000536487,0.000777618,0.000547615,0.00059928,0.000437804,0.000637435,0.000886225,0.000702095,0.000804474,0.000891255,0.000888371,0.000392056,0.000694348,0.000594249,0.000782112,0.000719743,0.000250083,0.000756475,0.00061896,0.000699121,0.000395656,0.000260802,0.000524384,0.000372733,0.000831992,0.000256484,0.000734011,0.00047411,0.000581368,0.000671523,0.000790115,0.000640607,0.000704797,0.000277998,0.000904776
