0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
0.000581066,0.000366803,0.000503866,0.000547472,0.000364495,0.000547924,0.000572436,0.000420671,0.000533415,0.000828192,0.000393554,0.000761003,0.00044829,0.000692954,0.000512686,0.000394651,0.000598209,0.000625831,0.000330995,0.000837085,0.000320507,0.000609628,0.000479137,0.000386002,0.000544566,0.000342324,0.000521836,0.000681768,0.000577399,0.000723796,0.000570517,0.000854434,0.00046439,0.000595042,0.000193527,0.000417109,0.00050301,0.00065972,0.000261431,0.000304443,0.000636937,0.000494513,0.000513251,0.000720605,0.000717211,0.000975187,0.000555734,0.000504885,0.000576138,0.000323542,0.000405778,0.000497727,0.000793087,0.000458983,0.000706015,0.000833174,0.000485077,0.000721512,0.000536578,0.000622282,0.000675841,0.00096509,0.000480567,0.000874584,0.000563876,0.000550887,0.000379227,0.000620624,0.000691453,0.000555829,0.000592857,0.000644708,0.000735741,0.000318166,0.000576086,0.000493098,0.000627993,0.000549818,0.000220684,0.000554249,0.000537555,0.000625921,0.000330472,0.000208023,0.000426068,0.000304651,0.00060719,0.00020591,0.000702983,0.000260096,0.000460649,0.000519923,0.000768165,0.000530302,0.000519809,0.000265099,0.000750917
0.000366803,0.001343247,0.001010671,0.000589621,0.000321875,0.000456005,0.000416681,0.000558888,0.000451877,0.000455644,0.000355484,0.000379184,0.000371789,0.000787431,0.000743681,0.000374065,0.000229116,0.000699214,0.000420571,0.000395063,0.000148175,0.000460561,0.000372652,0.000594732,0.000564314,0.000482333,0.000556401,0.000512454,0.00050216,0.000639477,0.000378944,0.000716406,0.000429941,0.000903233,0.000357678,0.000577913,0.000609317,0.000748896,0.000213849,0.000675742,0.000408105,0.000590659,0.000732522,0.000568748,0.000408544,0.000506803,0.000535877,0.000635127,0.000207872,0.000502333,0.000390861,0.000467911,0.000785653,0.000669114,0.000634814,0.00060391,0.000319741,0.000333493,0.000562351,0.000498325,0.000270655,0.000271721,0.000640768,0.000328348,0.000314774,0.0002897,0.000349514,0.000332036,0.000664595,0.000589963,0.000651245,0.00076378,0.000500734,0.000515573,0.00034948,0.000563302,0.00098173,0.000513594,0.00068547,0.000733583,8.42E-05,0.0006614,0.00019262,0.000551018,0.001126989,0.000560131,0.001136067,0.000634406,0.00055647,0.001025514,0.000516164,0.000935331,0.000796234,0.00054679,0.000895398,0.000358662,0.000619679
0.000503866,0.001010671,0.002488642,0.000608554,0.0004931,0.000753993,0.00066914,0.000705418,0.000752172,0.000742537,0.000475526,0.000551761,0.000419753,0.001285254,0.00131944,0.000778089,0.000283442,0.001117122,0.000534369,0.001012063,9.79E-05,0.001158949,0.000550038,0.00066958,0.000861094,0.000531504,0.000610266,0.000805996,0.000856664,0.000926793,0.000815075,0.001245631,0.000476312,0.001760587,0.000378369,0.000913037,0.00073663,0.001105148,0.000291464,0.001386046,0.000886424,0.000750576,0.000684316,0.001183124,0.000806429,0.001099952,0.000913236,0.00064775,0.000125538,0.000501372,0.000656139,0.000424076,0.001450933,0.000635915,0.000845351,0.000827134,0.000476222,0.000826824,0.000846912,0.000786551,0.000418856,0.000766939,0.000805029,0.000563287,0.000588797,0.000500707,0.000446587,0.000580069,0.001072233,0.00101209,0.000716784,0.000986901,0.000781567,0.000593348,0.000703867,0.000604753,0.00152991,0.000931519,0.000480109,0.001013028,0.000248676,0.001079579,0.000201722,0.000656162,0.000965384,0.000556587,0.001112357,0.000634761,0.000878276,0.000840738,0.000649117,0.000878811,0.001611032,0.001002822,0.001350741,0.000496607,0.000893057
0.000547472,0.000589621,0.000608554,0.002096219,0.001038631,0.000881892,0.000629599,0.000793802,0.000502194,0.001101129,0.000892021,0.001283076,0.001031091,0.000949564,0.000670347,0.001067281,0.000996184,0.000776483,0.000966828,0.000847782,0.000942857,0.000814318,0.000663583,0.000900554,0.000694162,0.000806883,0.001248976,0.000757996,0.000788492,0.001080791,0.000769254,0.001143496,0.000721885,0.000796621,0.000164094,0.000372252,0.000821168,0.000541229,0.000350057,0.000234628,0.000886607,0.000938899,0.001231933,0.000917947,0.00094162,0.001309697,0.001255536,0.00102858,0.001062848,0.000690292,0.000692582,0.001096474,0.001079375,0.000926492,0.001197493,0.001083223,0.000928105,0.001320294,0.000583705,0.001243444,0.001201723,0.001402818,0.001178471,0.00117891,0.001111893,0.001095474,0.000597292,0.000891339,0.001174294,0.000656616,0.001391091,0.000777814,0.001153579,0.000412955,0.000903003,0.001065006,0.001198008,0.00082355,0.000381509,0.000671759,0.000978706,0.00098454,0.000747904,0.000196291,0.000715672,0.000308916,0.000953355,0.000191965,0.000861849,0.000601622,0.001404537,0.000617945,0.00110213,0.000647523,0.000663208,0.000412764,0.001108464
0.000364495,0.000321875,0.0004931,0.001038631,0.001593243,0.000536838,0.000353523,0.000679244,0.000371501,0.000669726,0.00044233,0.000874369,0.000735481,0.001226979,0.000657995,0.000704969,0.000651136,0.000538334,0.000683537,0.000561027,0.000414469,0.000659081,0.00047318,0.000492219,0.00045065,0.000613286,0.000745423,0.000565848,0.000488829,0.000759039,0.000627214,0.000713853,0.000425674,0.000558451,0.00034533,0.000436426,0.00061571,0.000576715,0.000272971,0.000242771,0.000757063,0.000654326,0.00097063,0.000659964,0.000644328,0.001066768,0.000657436,0.00060872,0.000611732,0.000509387,0.000412027,0.000700858,0.000754833,0.000998896,0.001012616,0.000851409,0.000785244,0.001016493,0.000398382,0.000723493,0.000616181,0.001025067,0.000619892,0.000574165,0.00073515,0.000721049,0.000400266,0.000552165,0.000734628,0.000563374,0.000801578,0.000596712,0.000726456,0.00027669,0.000636548,0.000520453,0.000950137,0.000613843,0.000232916,0.000565149,0.000578801,0.000722995,0.00073121,0.000145022,0.000462795,0.000209879,0.000675596,0.000158113,0.00062146,0.000474753,0.000751203,0.000497373,0.000714756,0.000616859,0.000541966,0.000382673,0.000759269
0.000547924,0.000456005,0.000753993,0.000881892,0.000536838,0.001129414,0.000670455,0.000545777,0.000667483,0.001068871,0.000539167,0.000948113,0.000865067,0.000940991,0.000590185,0.000622347,0.000779986,0.000699009,0.000449534,0.001056055,0.000555639,0.000816646,0.000629101,0.000523299,0.000572592,0.000609328,0.000874833,0.000842309,0.000868385,0.001088656,0.000760582,0.001255948,0.000625481,0.000914522,0.000122597,0.000496053,0.000647797,0.000770059,0.000340387,0.000351004,0.000817726,0.000815147,0.00071147,0.000974759,0.000866762,0.001272006,0.00091566,0.000768021,0.000781136,0.000559029,0.000573224,0.000750528,0.001073245,0.000641049,0.001085447,0.001065718,0.000709775,0.001012417,0.000662111,0.000951604,0.000894962,0.001277265,0.000743789,0.000797341,0.000699088,0.000694937,0.000533293,0.000821862,0.001060612,0.000658455,0.000894847,0.000866711,0.001065732,0.000397498,0.000713505,0.001013841,0.000922242,0.000917116,0.000220199,0.000819438,0.000880677,0.000901943,0.000314999,0.000257062,0.000576817,0.000345919,0.00074289,0.000234185,0.000777131,0.000401151,0.000768311,0.000574168,0.001069643,0.000675707,0.000787965,0.000441788,0.001037639
0.000572436,0.000416681,0.00066914,0.000629599,0.000353523,0.000670455,0.002278552,0.00073804,0.000871105,0.001039797,0.000535879,0.001240458,0.000603197,0.001056987,0.001000312,0.000410406,0.001807669,0.000736537,0.000760176,0.001498952,0.000813819,0.000911849,0.000522539,0.000435985,0.000689087,0.000237424,0.000809625,0.00105976,0.000779179,0.000890927,0.000651841,0.000975245,0.000769183,0.000715287,0.000246172,0.00090124,0.000599052,0.001367483,0.000321501,0.000531683,0.000952753,0.000745778,0.000317524,0.001090742,0.001417421,0.001762101,0.000776272,0.000640818,0.00054749,0.000108164,0.000497775,0.000394854,0.001230665,0.000356883,0.001087112,0.00096731,0.000875277,0.000894793,0.001023068,0.000680948,0.001066997,0.001494427,0.000633236,0.000869801,0.000929811,0.000662774,0.000388771,0.000934723,0.000691393,0.000893861,0.000797611,0.000789654,0.000980161,0.000332059,0.001276674,0.000852394,0.000657086,0.000739683,0.000208682,0.000654889,0.000552853,0.001157557,0.000168133,0.000284825,0.000382579,0.000318407,0.000827281,0.000182045,0.000816628,0.00033859,0.000487185,0.000503102,0.001174772,0.000953597,0.000442035,0.000382202,0.001306625
0.000420671,0.000558888,0.000705418,0.000793802,0.000679244,0.000545777,0.00073804,0.002736346,0.001008806,0.000912582,0.000282503,0.001007453,0.000690821,0.000714155,0.001198515,0.000545739,0.000654314,0.000635235,0.000942778,0.001114754,0.001021558,0.00091051,0.00048775,0.000539918,0.001646274,0.000464345,0.000413931,0.000977384,0.000760633,0.000816832,0.000800253,0.001055049,0.001123683,0.000879976,0.001034559,0.001127357,0.000878595,0.000860369,0.000195974,0.000714335,0.00084796,0.000561351,0.000326457,0.001093605,0.001141516,0.001291694,0.000897895,0.000340369,0.000693196,0.000329165,0.000418848,0.000262803,0.001329839,0.000593428,0.000765818,0.000796353,0.000617447,0.00093557,0.001036535,0.000582384,0.000418373,0.001161638,0.000347649,0.000923091,0.00163911,0.000448332,0.000308652,0.000955253,0.000748139,0.001232582,0.000795227,0.000827439,0.000656873,0.000361036,0.001422488,0.000594826,0.000535657,0.00066938,0.000482149,0.000673605,0.000284675,0.001058849,0.000798242,0.000281319,0.000641075,0.000305272,0.000747177,0.000338518,0.000662762,0.000702374,0.000522335,0.000649998,0.001074433,0.00120137,0.00068583,0.000779303,0.001261391
0.000533415,0.000451877,0.000752172,0.000502194,0.000371501,0.000667483,0.000871105,0.001008806,0.002084679,0.001151444,0.000287249,0.001031072,0.000476454,0.000522765,0.001659272,0.000280895,0.000556055,0.000718757,0.000599565,0.001793661,0.000507062,0.000509113,0.000476773,0.000327765,0.001504304,0.000734243,0.00056146,0.001272949,0.000848676,0.000868001,0.000741365,0.00107261,0.000915286,0.000810693,0.00055685,0.001344676,0.000823543,0.001265105,0.000203455,0.000274281,0.000962643,0.000842679,0.000258265,0.001194144,0.001387746,0.001404655,0.001079346,0.000635383,0.00084422,0.000378117,0.000484173,0.000236554,0.001387402,0.000406089,0.000871059,0.000746349,0.000367474,0.000858804,0.001436141,0.000605702,0.000515004,0.001139782,0.000383457,0.001081032,0.001205076,0.000302446,0.00031531,0.001100169,0.000874037,0.001492447,0.000526151,0.000771875,0.000859569,0.000406692,0.001314315,0.000554774,0.000703927,0.000819319,0.000311357,0.000707273,0.000368525,0.001132005,0.000112414,0.000336258,0.000554477,0.000338234,0.000791553,0.000306653,0.00071918,0.000418756,0.000455702,0.000595689,0.001325873,0.00146616,0.000622432,0.000334005,0.00094795
